id,split,MSA,EGY,EGY Translation
10778,corpus-6-test-corpus-26-train,أريد الذهاب إلى مركز هارفارد . هل يمكن أن تخبرني عندما نصل إلى هناك ؟,عايز اروح لسنتر هارفارد . ممكن تقولي امتى اوصل هناك؟,أريد الذهاب إلى مركز هارفارد. هل يمكن أن 
10790,corpus-6-test-corpus-26-train,بالغان وطفلان ، من فضلك .,اتنين كبار و طفلين، من فضلك .,بالغان وطفلان ، من فضلك.
10817,corpus-6-test-corpus-26-train,ما هو السعر ؟,كام السعر؟,ما هو السعر ؟
10824,corpus-6-test-corpus-26-train,"كان فيلم "" حرب الكواكب "" أكثر الأعمال شعبية عام ألف وتسعمائة وأربعة وثمانون .",حرب النجوم كان اعظم فيلم في سنه الف تسعمية أربع و تمانين .,"كان فيلم "" حرب الكواكب "" أكثر الأعمال شعبية عام أ"
10830,corpus-6-test-corpus-26-train,أين قسم غير المدخنين ؟,فين قسم غير المدخنين؟,أين قسم غير المدخنين ؟
10831,corpus-6-test-corpus-26-train,"حرف "" ت "" "" كما في توم ، نعم ها هي لدي هنا ، تارو .","ديه ""ت"" زى توم، أيوه عندي ده، يا تارو .","حرف "" ت "" "" كما في توم ، نعم ها هي لدي "
10848,corpus-6-test-corpus-26-test,أظن أنه بديع المنظر .,متهيألي ان المنظر خلاب .,أظن أنه بديع المنظر.
10851,corpus-6-test-corpus-26-test,أريد بعض التفاح ، من فضلك .,عايز تفاح، من فضلك .,أريد بعض التفاح ، من فضلك.
10869,corpus-6-test-corpus-26-train,ما فائدة هذا ؟,ده عشان ايه؟,ما فائدة هذا ؟
10882,corpus-6-test-corpus-26-train,أي بطاقات ائتمانية تقبلون ؟,بتقبلو اى بطاقات ائتمان؟,أي بطاقات ائتمانية تقبلون ؟
10922,corpus-6-test-corpus-26-train,عندي الكثير من الوقت .,بقى عندي وقت كتير .,عندي الكثير من الوقت.
10930,corpus-6-test-corpus-26-train,حسنا ، إنه وقت الغداء . هل تحب أن نناقشه على الغداء ؟,بص، ده وقت الغذا . تحب نناقش ده عالغدا؟,حسنا ، إنه وقت الغداء. هل تحب أن نناق
10937,corpus-6-test-corpus-26-dev,لقد سرق مسجل الفيديو من غرفتي .,مسجل الفيديو اتسرق من أوضتي .,لقد سرق مسجل الفيديو من غرفتي.
10950,corpus-6-test-corpus-26-train,ألو ، اسمي أودا . عندي حجز الليلة ، لكن سوف أتأخر في القدوم . لهذا من فضلك اتركوا لي الحجز .,أهلا، أسمي أودا . عندي حجز الليله ديه، لكن انا حاتاخر شويه في استلام أوضتي . فمن فضلكم ماتلغوش حجزي .,ألو ، اسمي أودا. عندي حجز الليلة ، 
10953,corpus-6-test-corpus-26-train,هل هذا الحذاء متين ؟,الجزم ديه متينة؟,هل هذا الحذاء متين ؟
10955,corpus-6-test-corpus-26-test,من فضلك قل له أنني أنتظر مكالمته .,من فضلك بلغة اني في انتظار مكالمته .,من فضلك قل له أنني أنتظر مكالمته.
10964,corpus-6-test-corpus-26-train,يقولون إن الأنفلونزا منتشرة هناك .,بيقولو الانفلونزا منتشره هناك .,يقولون إن الأنفلونزا منتشرة هناك.
10973,corpus-6-test-corpus-26-train,لقد جاء لتوه .,جوة.,لقد جاء لتوه.
10975,corpus-6-test-corpus-26-train,آسف . الحجز كامل لمساء الغد .,بأعتذر . كله محجوز بكرة بليل .,آسف. الحجز كامل لمساء الغد.
10976,corpus-6-test-corpus-26-train,أنا مع بعض الأصدقاء .,انا مع شويه أصحاب .,أنا مع بعض الأصدقاء.
10985,corpus-6-test-corpus-26-train,حسبما يقول جورو ، فاللسيد يامادا طفلان .,بحسب كلام جورو، مستر يامادا عنده عيلين .,حسبما يقول جورو ، فاللسيد يامادا طفلان.
10994,corpus-6-test-corpus-26-dev,هل يمكن أن تقول ذلك ثانية ؟,ممكن تقوله تاني؟,هل يمكن أن تقول ذلك ثانية ؟
10997,corpus-6-test-corpus-26-train,أريد أن أعرج على برج لندن .,عايز نحود لبرج لندن .,أريد أن أعرج على برج لندن.
11019,corpus-6-test-corpus-26-train,من فضلكم . اربطوا الأحزمة .,الرجاء ربط أحزمة الامان .,من فضلكم. اربطوا الأحزمة.
11027,corpus-6-test-corpus-26-test,كود المنطقة هو ثلاثة . ورقم الهاتف هو اثنان ثلاثة أربعة ثلاثة أربعة صفر صفر .,كود المنطقة تلاته . رقم التليفون اتنين تلاته اربعة تلاته اربعه صفرين .,كود المنطقة هو ثلاثة. ورقم الهاتف هو اثنان 
11030,corpus-6-test-corpus-26-test,عفواً . هل يوجد أي جسر بالقرب من هنا ؟,لا مؤاخذة، فيه اى جسر قريب من هنا؟,عفواً. هل يوجد أي جسر بالقرب من هنا ؟
11041,corpus-6-test-corpus-26-dev,"معذرة , أريد استخدام غرفة الراحة .",لا مؤاخذة، عايز استعمل التواليت .,"معذرة, أريد استخدام غرفة الراحة."
11046,corpus-6-test-corpus-26-train,إنها مشغولة .,ديه مشغوله .,إنها مشغولة.
11047,corpus-6-test-corpus-26-test,ملابسه دائماً موضة قديمة .,هدومة مالهاش علاقة بالموضه .,ملابسه دائماً موضة قديمة.
11054,corpus-6-test-corpus-26-train,هل لديكم طعام بحري ؟,عندكم سي فود؟,هل لديكم طعام بحري ؟
11057,corpus-6-test-corpus-26-train,هذا مكلف نوعا ما .,ده غالي جدا .,هذا مكلف نوعا ما.
11058,corpus-6-test-corpus-26-train,أود ذلك ، لكنني أخشى ألا أستطيع هذه المرة .,انا نفسي، بس للأسف ما اقدرش اعمله في الوقت ده .,أود ذلك ، لكنني أخشى ألا أستطيع هذه
11064,corpus-6-test-corpus-26-train,حسنا ، لا أعلم بعد لكنني سوف أحاول بالتأكيد .,بص، انا لسه مش عارف، بس أكيد حأحاول .,حسنا ، لا أعلم بعد لكنني سوف أحاول بالتأكيد
11069,corpus-6-test-corpus-26-dev,الملح من فضلك .,ملح، من فضلك .,الملح من فضلك.
11082,corpus-6-test-corpus-26-train,من فضلك استعمل غرفة القياس هناك .,لو سمحت أدخل أوضة القياس هناك .,من فضلك استعمل غرفة القياس هناك.
11100,corpus-6-test-corpus-26-train,تسعون دولاراً لتذكرة الذهاب . نقداً أم بالبطاقة ؟,تسعين دولار لتذكرة ذهاب بس . كاش ولا كارت؟,تسعون دولاراً لتذكرة الذهاب. نقداً أم بالبط
11109,corpus-6-test-corpus-26-dev,هل يمكن أن تخلي المنضدة لي ، من فضلك .,ممكن تنظفلي الترابيزه، إذا سمحت؟,هل يمكن أن تخلي المنضدة لي ، من فضلك.
11123,corpus-6-test-corpus-26-train,كيف يربي الآباء اليابانيون أولادهم ؟ هل هم صارمون مع أطفالهم ؟,ازاي الاب و الام اليابانيين بيربو عيالهم؟ بيكون ناشفين معاهم؟,كيف يربي الآباء اليابانيون أولادهم ؟ هل هم صار
11126,corpus-6-test-corpus-26-train,هل يمكن أن تخبرني عن ساعات العمل ؟,ممكن تقولي ايه ساعات العمل؟,هل يمكن أن تخبرني عن ساعات العمل ؟
11131,corpus-6-test-corpus-26-dev,من فضلك لفها كل على حدة .,من فضلك لف كل حاجه لوحدها .,من فضلك لفها كل على حدة.
11161,corpus-6-test-corpus-26-train,معدتي ثقيلة .,حاسس ان معدتي تقيلة .,معدتي ثقيلة.
11171,corpus-6-test-corpus-26-dev,يبدو هذا جيدا ، أين يمكن أن ننتظرك ؟,ده كلام كويس . حنستناك فين؟,يبدو هذا جيدا ، أين يمكن أن ننتظرك
11174,corpus-6-test-corpus-26-train,هل يمكن أن نبدأ اللعب عندما ينتهون ؟,ممكن نبدأ نلعب لما يخلصو؟,هل يمكن أن نبدأ اللعب عندما ينتهون ؟
11190,corpus-6-test-corpus-26-train,تعداد سكان اليابان حوالي مائة وعشرينا مليونا .,عدد سكان اليابان حوالي ميه و عشرين مليون .,تعداد سكان اليابان حوالي مائة وعشرينا مليونا.
11197,corpus-6-test-corpus-26-train,املأ البنود الآتية في بطاقة التسجيل .,املا البيانات ديه في بطاقة التسجيل .,املأ البنود الآتية في بطاقة التسجيل.
11199,corpus-6-test-corpus-26-train,هل يمكن أن أستعيد متعلقات ؟,ممكن استرد حاجتي؟,هل يمكن أن أستعيد متعلقات ؟
11240,corpus-6-test-corpus-26-train,هل لديكم أوشحة حريرية ؟ إنني أبحث عن هدية لزوجتي .,عندك سكارفات حرير؟ بأدور على هديه أقدمها لمراتي.,هل لديكم أوشحة حريرية ؟ إنني أبحث عن هدية 
11246,corpus-6-test-corpus-26-train,سوف نحضرها الآن . ما هو رقم غرفتك ؟,حنجيبه دلوقتي . ايه رقم أوضتك؟,سوف نحضرها الآن. ما هو رقم غرفتك ؟
11264,corpus-6-test-corpus-26-test,السيد كوباياشي كان يبحث عنك .,مستر كوبايشي كان بيدور عليك .,السيد كوباياشي كان يبحث عنك.
11267,corpus-6-test-corpus-26-train,أريد السفر من شنغهاي إلى هاواي بالباخرة .,عايز اسافر من شانغهاي لو هاواي بالمركب .,أريد السفر من شنغهاي إلى هاواي بالباخرة.
11278,corpus-6-test-corpus-26-test,هل يمكن أن ترسل أحدا ؟,ممكن تبعت واحد؟,هل يمكن أن ترسل أحدا ؟
11282,corpus-6-test-corpus-26-train,هل تستطيع تجهيزه بحلول الخامسة من مساء الغد ؟,ممكن تجهزهالي على بكرة الساعة خمسه العصر؟,هل تستطيع تجهيزه بحلول الخامسة من مساء الغد 
11302,corpus-6-test-corpus-26-train,إنها تستغرق عشر دقائق سيراً على الأقدام .,تاخد عشر دقايق مشي .,إنها تستغرق عشر دقائق سيراً على الأقدام.
11316,corpus-6-test-corpus-26-train,قبل أن ننهي العمل ، هلا أعطيتني بضعة دقائق ؟,قبل ما اليوم ما يخلص، ممكن تديني من وقتك كم دقيقة؟,قبل أن ننهي العمل ، هلا أعطيتني بضعة دقائق ؟
11325,corpus-6-test-corpus-26-dev,أين يمكن أن أوقف سيارتي ؟,فين أقدر أركن عربيتي ؟,أين يمكن أن أوقف سيارتي ؟
11336,corpus-6-test-corpus-26-dev,اشعر ببرودة وتؤلمني معدتي جداً .,حاسس اني بردان و معدتي واجعاني جامد .,اشعر ببرودة وتؤلمني معدتي جداً.
11342,corpus-6-test-corpus-26-train,ويسكي وماء ، من فضلك . هل لديكم وجبة خفيفة معه ؟,سكوتش و ميه، من فضلك . و عندك أى اكلة خفيفة؟,ويسكي وماء ، من فضلك. هل لديكم وجبة 
11343,corpus-6-test-corpus-26-train,كيف يمكنني أن أطفأ الضوء ؟,ازاي اقدر أطفي النور ده؟,كيف يمكنني أن أطفأ الضوء ؟
11360,corpus-6-test-corpus-26-train,هل هو مشغول جدا اليوم ؟,هو مشغول جدا النهاردة؟,هل هو مشغول جدا اليوم ؟
11374,corpus-6-test-corpus-26-train,أريد بعض الخيط .,عايز خيط .,أريد بعض الخيط.
11375,corpus-6-test-corpus-26-train,"اعطني شهادة طبية , من فضلك .",اديني شهاده طبية، من فضلك .,"اعطني شهادة طبية, من فضلك."
11378,corpus-6-test-corpus-26-train,أود تقصيره ببوصة واحدة من هذه المنطقة .,عايز أخليه إينش أقصر هنا.,أود تقصيره ببوصة واحدة من هذه المنطقة.
11392,corpus-6-test-corpus-26-train,لا أشعر أنني على ما يرام . من فضلك اعطني بعض الدواء .,مش حاسس اني كويس . من فضلك اديني دوا .,لا أشعر أنني على ما يرام. من فضلك اعط
11403,corpus-6-test-corpus-26-train,"هل يمكن أن أختر جريدة يابانية , من فضلك ؟",ممكن جرنان ياباني، من فضلك؟,"هل يمكن أن أختر جريدة يابانية, من فضلك "
11404,corpus-6-test-corpus-26-train,حسنا . هل يمكن أن أترك السيارة في أي مكان ؟ ما هي رسوم ركن السيارة ؟,اوكي . ينفع أسيب العربية في أى مكان؟ و تكلفه ده كام؟,حسنا. هل يمكن أن أترك السيارة في أي مكان 
11412,corpus-6-test-corpus-26-train,أي حافلة تذهب إلى وسط المدينة ؟,اى اوتوبيس يوديني نص البلد؟,أي حافلة تذهب إلى وسط المدينة ؟
11420,corpus-6-test-corpus-26-train,هل يوجد أي قطار سريع إلى بوسطن ؟,فيه اكسبريس لبوسطون؟,هل يوجد أي قطار سريع إلى بوسطن ؟
11435,corpus-6-test-corpus-26-train,من فضلك كن صديقي بالمراسلة .,من فضلك خليط صديق المراسله بتاعي .,من فضلك كن صديقي بالمراسلة.
11438,corpus-6-test-corpus-26-dev,سأقيم مع صديق .,انا حأقعد عند واحد صاحبي .,سأقيم مع صديق.
11442,corpus-6-test-corpus-26-train,"أنا متأثر للغاية , لا أستطيع البقاء ساكنا .",انا متحمس جدا، مش قادر اقعد ساكت .,"أنا متأثر للغاية, لا أستطيع البقاء ساكنا "
11449,corpus-6-test-corpus-26-train,هل يمكن أن أنزل عند فندق هيلتون ؟,ممكن أنزل عند فندق هيلتون؟,هل يمكن أن أنزل عند فندق هيلتون ؟
11450,corpus-6-test-corpus-26-train,أريدك تنزعه .,عايزك انت تشيله.,أريدك تنزعه.
11457,corpus-6-test-corpus-26-train,اتجه يساراً في هذا الشارع ثم انعطف عند أول منعطف يمين .,احود شمال الشارع ده و خد اول يمين .,اتجه يساراً في هذا الشارع ثم انعطف عند أول
11462,corpus-6-test-corpus-26-train,أريد أن أعرف إذا كان يمكن شحن مجموعة الأطباق هذه إلى طوكيو .,عايز أعرف لو ممكن مجموعة الاطباق ديه تتشحن لطوكيو.,أريد أن أعرف إذا كان يمكن شحن مجموعة الأطباق 
11467,corpus-6-test-corpus-26-train,أود بعضاً من القوة الجسدية .,عايز بودرة تلك.,أود بعضاً من القوة الجسدية.
11478,corpus-6-test-corpus-26-train,ألا يوجد طعام متبل وليس حارا جدا ؟,فيه عندك اكل مش حراق او مشطشط؟,ألا يوجد طعام متبل وليس حارا جدا ؟
11479,corpus-6-test-corpus-26-train,هل هو قريب لنصل إليه سيراً .,هو قريب شويه نقدر نمشي له؟,هل هو قريب لنصل إليه سيراً.
11491,corpus-6-test-corpus-26-dev,أريد بعض الكريم للأيدي .,عايزه كريم ايد .,أريد بعض الكريم للأيدي.
11493,corpus-6-test-corpus-26-train,هل يمكن أن تمرر لي الملح ؟,ممكن تناولني الملح؟,هل يمكن أن تمرر لي الملح ؟
11500,corpus-6-test-corpus-26-train,أريد الذهاب إلى وول ستريت . كيف أصل إلى هناك ؟,عايز اروح لول ستريت . أزاي أوصل هناك؟,أريد الذهاب إلى وول ستريت. كيف أصل إلى 
11541,corpus-6-test-corpus-26-train,الكثير جداً من التمارين يضر بك .,تمارين كتيره جدا حتأذيك .,الكثير جداً من التمارين يضر بك.
11544,corpus-6-test-corpus-26-train,بما في ذلك الإفطار ، والضريبة ، ورسم الخدمة ، سيكون الحساب خمسة أربعون دولارا للشخص الواحد في الليلة .,شامل الفطار، الضريبة، و رسوم الخدمة . حيكون خمسه و اربعين دولار للبني ادم الواحد في الليله .,بما في ذلك الإفطار ، والضريبة ، ورسم الخدمة
11550,corpus-6-test-corpus-26-train,هل تستطيع تصليح هذا ؟,تقدر تصلح ده؟,هل تستطيع تصليح هذا ؟
11574,corpus-6-test-corpus-26-train,مساء الخير . أهلا .,مساء الخير . أزيك .,مساء الخير. أهلا.
11576,corpus-6-test-corpus-26-train,لا أستطيع العثور على أمتعتك .,مش لاقي شنطك .,لا أستطيع العثور على أمتعتك.
11595,corpus-6-test-corpus-26-train,سر مباشرة ، من فضلك .,أمشي علطول، من فضلك .,سر مباشرة ، من فضلك.
11600,corpus-6-test-corpus-26-train,هل من المأمون شرب الماء الذي هنا ؟,الميه هنا ينفع تنشرب؟,هل من المأمون شرب الماء الذي هنا ؟
11622,corpus-6-test-corpus-26-train,أهه ، هيا . دولارين فقط .,اهاه، ياللا . دولارين بس .,أهه ، هيا. دولارين فقط.
11626,corpus-6-test-corpus-26-train,هلا بدلت هذا الفستان بآخر من مقاس أوسع ؟,ممكن لو تكرمت تغيرلي الفستان ده بواحد مقاس أكبر؟,هلا بدلت هذا الفستان بآخر من مقاس أوسع ؟
11631,corpus-6-test-corpus-26-train,حسنا ، هيا نذهب . أستطيع مساعدتك في واجبك المنزلي بعد أن نتناول بعض البيتزا .,حاضر، يالا بينا . انا اقدر اساعدك في حل الواجب بتاعتك بعد ما ناكل بيتزا .,حسنا ، هيا نذهب. أستطيع مساعدتك في
11633,corpus-6-test-corpus-26-train,نعم ، يا سيد تاناكا هناك رسالتان لك .,ايوه، مستر . تاناكا . فيه رسالتين ليك .,نعم ، يا سيد تاناكا هناك رسالتان لك.
11643,corpus-6-test-corpus-26-train,إنه لا يلائمني .,مش على مقاسي .,إنه لا يلائمني.
11646,corpus-6-test-corpus-26-train,الغد يوم آخر .,بكره يوم تاني.,الغد يوم آخر.
11663,corpus-6-test-corpus-26-train,ربما أستطيع مساعدتك . هل تحتاج إلى فيتامين سي ؟,يمكن اقدر اساعدك . عايز فيتامين سي؟,ربما أستطيع مساعدتك. هل تحتاج إلى فيتامين سي
11689,corpus-6-test-corpus-26-train,إن محفظتي نشلت في القطار .,محفظتي اتنشلت في القطر .,إن محفظتي نشلت في القطار.
11704,corpus-6-test-corpus-26-train,إنه بعيد جداً . يحسن بك أن تأخذ سيارة أجرة .,ده بعيد قوي . الاحسن اخد تاكسي .,إنه بعيد جداً. يحسن بك أن تأخذ سيارة أجرة
11708,corpus-6-test-corpus-26-train,أريد مقعداً يطل على الممر ، من فضلك .,عايظ كرسي جنب الممر، من فضلك .,أريد مقعداً يطل على الممر ، من فضلك 
11709,corpus-6-test-corpus-26-train,أعيش في شقة إيجارها ثمانون ألف ين في الشهر .,انا عايش في شقة ايجارها الشهري تمانين الف ين .,أعيش في شقة إيجارها ثمانون ألف ين في الشهر 
11714,corpus-6-test-corpus-26-train,هل لي أن أقاطعكم ؟,ممكن اقطع كلامكم؟,هل لي أن أقاطعكم ؟
11720,corpus-6-test-corpus-26-dev,أعرض علىّ مقاساً أكبر .,وريني حاجه أوسع .,أعرض علىّ مقاساً أكبر.
11734,corpus-6-test-corpus-26-train,معذرة . هل تمانع في أن تبادل المقاعد معي ؟,لو سمحت. ممكن نبدل الكراسي؟,معذرة. هل تمانع في أن تبادل المقاعد معي ؟
11746,corpus-6-test-corpus-26-train,نعم ، بالطبع .,آه، طبعا.,نعم ، بالطبع.
11751,corpus-6-test-corpus-26-train,اذهب إلى الناحية وانعطف يساراً عند إشارة المرور .,انزل عند الناصية وادخل شمال عند إشارة المرور.,اذهب إلى الناحية وانعطف يساراً عند إشارة الم
11754,corpus-6-test-corpus-26-dev,هل تفضل ماسكات للشعر أصغر أم أكبر ؟,عايز بكرات صغيرة ولا كبيرة؟,هل تفضل ماسكات للشعر أصغر أم أكبر ؟
11767,corpus-6-test-corpus-26-test,أريد غرفة مفردة بحمام لقاء ثمانين دولارا ، من فضلك .,عايز أوضة سنجل بحمام بتمانين دولار، من فضلك.,أريد غرفة مفردة بحمام لقاء ثمانين دولارا 
11800,corpus-6-test-corpus-26-train,أريد إيداع مقتنياتي الثمينة في خزينة الفندق .,عايز أحط حاجتي القيمة في خزنة الأوتيل.,أريد إيداع مقتنياتي الثمينة في خزينة الفندق.
11817,corpus-6-test-corpus-26-dev,هل لديكم غرفة متاحة الليلة ؟,عندك أوضة متاحة الليلة دي؟,هل لديكم غرفة متاحة الليلة ؟
11821,corpus-6-test-corpus-26-train,نعم ، ولكن تأكد أن تذكرتك معك .,آه، بس إتأكد إن تذكرتك معاك.,نعم ، ولكن تأكد أن تذكرتك معك.
11862,corpus-6-test-corpus-26-train,لن ينضم للجولة الاختيارية إلا القليل من الناس .,ناس قليلين اللي هايكونوا في الجولة الاختياري.,لن ينضم للجولة الاختيارية إلا القليل من الناس.
11872,corpus-6-test-corpus-26-train,لا تهتم . على أي حال ، خذني من فضلك إلى مركز الحي الصيني . سأحاول أن أجده بنفسي .,ولا يهمك. عموما، وصلني جوة الحي الصيني. أنا هحاول أكتشف مع نفسي.,لا تهتم. على أي حال ، خذني من فضلك إل
11879,corpus-6-test-corpus-26-train,تشغل أشخاصاً جدد في أبريل .,الناس الجديدة بتتعين في ابريل.,تشغل أشخاصاً جدد في أبريل.
11880,corpus-6-test-corpus-26-train,أرجو ذلك .,أتمنى.,أرجو ذلك.
11885,corpus-6-test-corpus-26-train,"اثنان ويسكي مع الماء , من فضلك .",إتنين سكوتش ومية، من فضلك.,"اثنان ويسكي مع الماء, من فضلك."
11901,corpus-6-test-corpus-26-train,من الذي يعزف ؟,مين بيلعب؟,من الذي يعزف ؟
11913,corpus-6-test-corpus-26-dev,هل يمكن أن تتصلوا بي إن عثرتم على حقيبتي ؟,ممكن تكلمني لو لقيت شنطتي؟,هل يمكن أن تتصلوا بي إن عثرتم على حقيبتي 
11916,corpus-6-test-corpus-26-train,إلى اليسار ، من فضلك .,شمال، لو سمحت.,إلى اليسار ، من فضلك.
11932,corpus-6-test-corpus-26-test,هلا وقفت معي لالتقاط صورة ؟,ممكن تقف معايا ناخد صورة؟,هلا وقفت معي لالتقاط صورة ؟
11938,corpus-6-test-corpus-26-dev,لا . هل تحب الإبلاغ عنه ؟,لأ. عايز تبلغ؟,لا. هل تحب الإبلاغ عنه ؟
11949,corpus-6-test-corpus-26-train,هذه السن في المقدمة تؤلمني .,السنة اللي قدام دي بتوجعني.,هذه السن في المقدمة تؤلمني.
11959,corpus-6-test-corpus-26-train,ما هي أحدث ألعاب الكمبيوتر لفتى سنه خمسة عشر عاما ؟,ايه أحدث لعبة كمبيوتر تناسب عمر خمستاشر سنة؟,ما هي أحدث ألعاب الكمبيوتر لفتى سنه خمسة عشر عام
11972,corpus-6-test-corpus-26-train,سنراك في الغد .,هانشوفك بكره.,سنراك في الغد.
11973,corpus-6-test-corpus-26-test,هل يوجد مطعم أرخص قريب من هنا ؟,هو في مطعم ارخص من كده قريب من هنا؟,هل يوجد مطعم أرخص قريب من هنا ؟
11975,corpus-6-test-corpus-26-train,لا ، ولكن شكراً لك . إنني أشعر بتحسن .,لأ، بس شكرا. أنا أحسن.,لا ، ولكن شكراً لك. إنني أشعر بتحسن.
11976,corpus-6-test-corpus-26-train,هل لديكم أي خبز ؟,عندك عيش؟,هل لديكم أي خبز ؟
11977,corpus-6-test-corpus-26-train,ما هو مستوى مهارتك في عزف الكمان ؟,مستواك ايه في الكمانجة؟,ما هو مستوى مهارتك في عزف الكمان ؟
11990,corpus-6-test-corpus-26-train,لقد انزلقت قدما صديقي وسقط في الحمام .,صاحبي اتزحلق وقع في الحمام.,لقد انزلقت قدما صديقي وسقط في الحمام.
11991,corpus-6-test-corpus-26-train,أريد مطفأة سجائر .,ممكن طفاية سجاير؟,أريد مطفأة سجائر.
11997,corpus-6-test-corpus-26-train,حظرت المسيحية وأغلقت البلاد بالنسبة لبقية العالم .,المسيحية كانت ممنوعة والبلد كانت منغزلة عن بقيتة العالم.,حظرت المسيحية وأغلقت البلاد بالنسبة لبقية العالم.
12005,corpus-6-test-corpus-26-train,ما الكمية التي تريدها ؟,عايز اد إيه؟,ما الكمية التي تريدها ؟
12012,corpus-6-test-corpus-26-train,خلطة جمبري لها ، وكذلك لي .,كوكتيل الجمبري ليها وواحد ليا.,خلطة جمبري لها ، وكذلك لي.
12033,corpus-6-test-corpus-26-train,هلاّ جعلت توقيعك هنا والحروف الأولى من اسمك هنا .,ممكن أخليك توقع هنا؟ و لو سمحت أول حرف من اسمك هنا.,هلاّ جعلت توقيعك هنا والحروف الأولى من اسمك
12035,corpus-6-test-corpus-26-train,لقد أثلج صدري زيارة مقاركم الرئيسية وكذا ما جرى بيننا من مناقشات مهمة . شكراً جزيلاً على ما أبديتموه من تعاون .,من دواعي سروري اني أزور مكاتب الإدارة و اشترك في نقاش مهم معاك. اشكرك جدا لتعاونك.,لقد أثلج صدري زيارة مقاركم الرئيسية وكذا ما جرى
12054,corpus-6-test-corpus-26-train,إن غطيطك مزعج .,شخيرك مزعج.,إن غطيطك مزعج.
12056,corpus-6-test-corpus-26-train,إن لونها لا يروقني على الإطلاق . هلي يمكنني إرجاعها ؟,انا مش عاجبني اللون برده. ممكن أرجعه؟,إن لونها لا يروقني على الإطلاق. هلي يمكن
12057,corpus-6-test-corpus-26-dev,اخرج من ذلك الباب ، وانتظر عند المحطة رقم ستة .,أخرج من الباب اللي هناك، واستنى عند موقف رقم ستة.,اخرج من ذلك الباب ، وانتظر عند المحطة رقم ستة
12060,corpus-6-test-corpus-26-dev,دجاج محمر ، من فضلك .,فرخة مشوية، من فضلك.,دجاج محمر ، من فضلك.
12069,corpus-6-test-corpus-26-train,هل لي في بعض الفلفل ؟,ممكن آخد شوية فلفل اسود؟,هل لي في بعض الفلفل ؟
12074,corpus-6-test-corpus-26-test,أجل أريد شيئاً أقرؤه .,آه، عايز حاجة اقراها.,أجل أريد شيئاً أقرؤه.
12101,corpus-6-test-corpus-26-train,أنا السيد تكاهاشي بالغرفة رقم خمسة تسعة وأربعين . من فضلك أرسل أربع زجاجات من بيرة بودفايزر .,أنا أستاذ تاكاهاشي ف غرفة خمسة تسعة واربعين. ممكن تبعتلي اربع ازايز بيرة بادوايزر، لوسمحت؟,أنا السيد تكاهاشي بالغرفة رقم خمسة تسعة وأربع
12131,corpus-6-test-corpus-26-train,هذه سبعون دولار .,دول سبعين دولار.,هذه سبعون دولار.
12140,corpus-6-test-corpus-26-train,من فضلك اتصل بي في الفندق عندما تجد حقائبي .,من فضلك كلمني في الفندق لما تلاقي شنطي.,من فضلك اتصل بي في الفندق عندما تجد حقائبي 
12150,corpus-6-test-corpus-26-train,أريد مكالمة لإيقاظي في الثامنة والصف صباح غد ، من فضلك .,أنا عايز مكالمة تصحيني بكرة الصبح على تمانية ونص، من فضلك.,أريد مكالمة لإيقاظي في الثامنة والصف صباح غد 
12167,corpus-6-test-corpus-26-train,أجل ، ولكن هذا كثير جدا ، ولقد شبعت بالفعل .,آه، بس ده كتير وانا أساسا شبعان.,أجل ، ولكن هذا كثير جدا ، ولقد شبعت بالفعل
12172,corpus-6-test-corpus-26-train,أريد غسيلاً للفم .,أنا عايز غسول للبؤ.,أريد غسيلاً للفم.
12173,corpus-6-test-corpus-26-train,أشعر بوعكة .,انا مش حاسس إني كويس.,أشعر بوعكة.
12182,corpus-6-test-corpus-26-train,هل تقدمون تخفيضات كبيرة ؟,هل انت بتدي خصومات كبيرة؟,هل تقدمون تخفيضات كبيرة ؟
12193,corpus-6-test-corpus-26-train,طوكيو صفر ثلاثة أربعة مرات تسعة أربعة خمسة ستة سبعة .,طوكيو زيرو تلاتة أربع تسعات أربعة خمسة ستة سبعة.,طوكيو صفر ثلاثة أربعة مرات تسعة أربعة 
12240,corpus-6-test-corpus-26-train,فضلا ، ساعدني في العثور على حديقة الحيوان .,ممكن تساعدني ألاقي حديقة الحيوان؟,فضلا ، ساعدني في العثور على حديقة الحيوان.
12246,corpus-6-test-corpus-26-train,هلا أخبرتني كيفية تعديلها من فضلك ؟,هتقولي أظبطه إزاي؟,هلا أخبرتني كيفية تعديلها من فضلك ؟
12247,corpus-6-test-corpus-26-train,متى بالتقريب ستنتهي جولة الحافلة ؟,لفة الباص تخلص ع الساعة كام؟,متى بالتقريب ستنتهي جولة الحافلة ؟
12254,corpus-6-test-corpus-26-train,أرني كيفية استعمال الهاتف .,هو انت تعرف إزاي نستخدم التليفون؟,أرني كيفية استعمال الهاتف.
12259,corpus-6-test-corpus-26-train,بالتأكيد . لدينا بعض الماركات الأمريكية الأصلية الجميلة . للكتب .,أكيد. عندنا فواصل للكتب من نوع أمريكي أصلي جميلة أوي.,بالتأكيد. لدينا بعض الماركات الأمريكية الأصلية الجميلة 
12298,corpus-6-test-corpus-26-train,أريد عامل تشغيل يتحدث اليابانية من فضلك .,مشغل مكالمات بيتكلم يباني، من فضلك.,أريد عامل تشغيل يتحدث اليابانية من فضلك.
